model_name	file_source	ndcg@20	recall@20	hit@20	mrr@20	precision@20	map@20	giniindex@20	itemcoverage@20	shannonentropy@20	popularitypercentage@20	Value Unfairness of sensitive attribute gender	Absolute Unfairness of sensitive attribute gender	Underestimation Unfairness of sensitive attribute gender	Overestimation Unfairness of sensitive attribute gender	NonParity Unfairness of sensitive attribute gender	Differential Fairness of sensitive attribute gender
MMFOCF	Mar-05-2026_02-46-23.log	0.2096	0.2374	0.8079	0.3626	0.1031	0.1031	0.9237	0.3994	0.0045	0.6465	0.1331	0.1203	0.0162	0.1168	0.0087	1.3415
MMFOCF	Mar-04-2026_18-05-05.log	0.2157	0.233	0.7988	0.3854	0.1015	0.1093	0.9541	0.2252	0.0073	0.7624	0.1335	0.1208	0.0156	0.1179	0.0084	1.3445
MMFOCF	Mar-05-2026_02-03-58.log	0.2153	0.2325	0.7983	0.3852	0.1013	0.109	0.9541	0.2252	0.0073	0.7621	0.1335	0.1208	0.0155	0.1179	0.0087	1.3444
MMFOCF	Mar-05-2026_00-51-01.log	0.2154	0.2328	0.7982	0.3848	0.1014	0.1091	0.9541	0.2246	0.0074	0.7634	0.1335	0.1208	0.0156	0.1179	0.0085	1.3445
MMFOCF	Mar-04-2026_22-01-50.log	0.1647	0.1753	0.7237	0.3452	0.0697	0.0796	0.9549	0.2618	0.0063	0.5004	0.1402	0.1258	0.0179	0.1223	0.0085	1.3473
MMFOCF	Mar-04-2026_22-37-42.log	0.2152	0.2324	0.7982	0.3852	0.1012	0.109	0.9541	0.2261	0.0073	0.7618	0.1334	0.1208	0.0155	0.1179	0.0084	1.3447
MMFOCF	Mar-04-2026_16-57-20.log	0.2097	0.2375	0.8081	0.3629	0.1031	0.1032	0.9236	0.4019	0.0045	0.6463	0.1331	0.1203	0.0162	0.1168	0.0087	1.3414
MMFOCF	Mar-04-2026_21-10-59.log	0.2096	0.2373	0.8078	0.3628	0.103	0.1031	0.9235	0.4023	0.0045	0.6458	0.1331	0.1203	0.0162	0.1169	0.0089	1.3414
MMFOCF	Mar-04-2026_18-25-27.log	0.1649	0.1755	0.7238	0.3457	0.0697	0.0797	0.9549	0.2621	0.0063	0.5009	0.1402	0.1258	0.018	0.1222	0.0084	1.3472
MMFOCF	Mar-04-2026_15-23-51.log	0.1648	0.1754	0.7237	0.3457	0.0697	0.0797	0.9549	0.2621	0.0063	0.501	0.1402	0.1258	0.018	0.1222	0.0084	1.3472
MMFOCF	Mar-05-2026_05-33-59.log	0.2098	0.2378	0.8079	0.363	0.1032	0.1032	0.9235	0.4029	0.0045	0.6461	0.1331	0.1203	0.0162	0.1169	0.0089	1.3413
MMFOCF	Mar-04-2026_20-39-34.log	0.2156	0.2329	0.799	0.3858	0.1015	0.1092	0.9541	0.2252	0.0073	0.7625	0.1334	0.1208	0.0155	0.1179	0.0088	1.3442
MMFOCF	Mar-04-2026_15-06-23.log	0.2156	0.2328	0.7983	0.3853	0.1015	0.1092	0.9541	0.2255	0.0073	0.7624	0.1335	0.1208	0.0156	0.1179	0.0088	1.344
MMFOCF	Mar-05-2026_04-07-15.log	0.2099	0.2378	0.8075	0.3629	0.1031	0.1033	0.9235	0.4029	0.0045	0.646	0.1331	0.1203	0.0162	0.1168	0.0085	1.3417
MMFOCF	Mar-05-2026_06-52-33.log	0.1648	0.1754	0.7237	0.3457	0.0697	0.0797	0.9549	0.2621	0.0063	0.501	0.1402	0.1258	0.018	0.1222	0.0084	1.3472
MMFOCF	Mar-04-2026_17-17-52.log	0.2152	0.2321	0.798	0.3851	0.1013	0.1091	0.9541	0.2255	0.0073	0.762	0.1334	0.1208	0.0155	0.1179	0.0087	1.3445
MMFOCF	Mar-04-2026_20-07-29.log	0.1648	0.1754	0.7237	0.3457	0.0697	0.0797	0.9549	0.2621	0.0063	0.501	0.1402	0.1258	0.018	0.1222	0.0084	1.3472
MMFOCF	Mar-04-2026_20-14-58.log	0.2098	0.2378	0.8088	0.3631	0.1031	0.1032	0.9233	0.4026	0.0045	0.6457	0.1331	0.1203	0.0162	0.1168	0.0087	1.3415
MMFOCF	Mar-05-2026_01-30-58.log	0.2098	0.2376	0.8076	0.363	0.1031	0.1032	0.9235	0.4023	0.0045	0.6463	0.1331	0.1203	0.0162	0.1168	0.0087	1.3414
MMFOCF	Mar-04-2026_19-45-11.log	0.2153	0.2322	0.798	0.3851	0.1013	0.1091	0.9541	0.2246	0.0074	0.762	0.1335	0.1208	0.0155	0.1179	0.0084	1.3444
MMFOCF	Mar-05-2026_00-10-06.log	0.1648	0.1754	0.7237	0.3457	0.0697	0.0797	0.9549	0.2621	0.0063	0.501	0.1402	0.1258	0.018	0.1222	0.0084	1.3472
MMFOCF	Mar-04-2026_15-29-40.log	0.2096	0.2375	0.8078	0.3626	0.1031	0.1031	0.9234	0.4032	0.0045	0.646	0.1331	0.1203	0.0162	0.1169	0.0088	1.3413
MMFOCF	Mar-04-2026_23-12-57.log	0.2098	0.2378	0.8081	0.3628	0.1031	0.1032	0.9236	0.4023	0.0045	0.6463	0.1331	0.1204	0.0162	0.1169	0.009	1.3415
MMFOCF	Mar-04-2026_19-22-15.log	0.2099	0.2379	0.8086	0.363	0.1032	0.1032	0.9235	0.4019	0.0045	0.6461	0.1331	0.1204	0.0162	0.1169	0.0089	1.3413
MMFOCF	Mar-05-2026_03-55-49.log	0.1648	0.1754	0.7237	0.3457	0.0697	0.0797	0.9549	0.2621	0.0063	0.501	0.1402	0.1258	0.018	0.1222	0.0084	1.3472
MMFOCF	Mar-05-2026_02-35-43.log	0.1648	0.1754	0.7237	0.3457	0.0697	0.0797	0.9549	0.2621	0.0063	0.501	0.1402	0.1258	0.018	0.1222	0.0084	1.3472
MMFOCF	Mar-04-2026_22-10-11.log	0.2098	0.2377	0.8076	0.363	0.1031	0.1032	0.9236	0.4023	0.0045	0.6462	0.1331	0.1203	0.0162	0.1169	0.0089	1.3413
MMFOCF	Mar-04-2026_16-51-03.log	0.1647	0.1754	0.7238	0.3452	0.0697	0.0795	0.9549	0.2615	0.0063	0.5005	0.1402	0.1258	0.018	0.1222	0.0084	1.3472
MMFOCF	Mar-05-2026_03-21-52.log	0.2155	0.2325	0.7985	0.3857	0.1014	0.1092	0.9541	0.2246	0.0074	0.7624	0.1334	0.1208	0.0155	0.1179	0.0086	1.3446
MMFOCF	Mar-04-2026_19-15-18.log	0.1647	0.1754	0.7242	0.3452	0.0697	0.0796	0.9549	0.2624	0.0063	0.5005	0.1402	0.1258	0.018	0.1222	0.0084	1.3472
MMFOCF	Mar-04-2026_18-32-18.log	0.21	0.238	0.8079	0.3633	0.1033	0.1033	0.9233	0.4035	0.0045	0.6457	0.1331	0.1203	0.0162	0.1169	0.0088	1.3415
MMFOCF	Mar-05-2026_06-14-25.log	0.2155	0.2326	0.7982	0.3851	0.1015	0.1092	0.9541	0.2255	0.0073	0.7622	0.1335	0.1209	0.0156	0.118	0.0089	1.3439
NFCF	Mar-06-2026_12-59-15.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_07-50-37.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_08-36-40.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_12-36-04.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_09-25-18.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_13-36-28.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_10-11-06.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_13-49-11.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_12-24-38.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_11-41-11.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_09-47-33.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_09-32-35.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_10-53-24.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_10-19-12.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_12-02-22.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_08-43-30.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_13-11-32.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_08-57-01.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_10-27-28.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_10-44-34.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_08-23-17.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_08-03-32.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_08-50-14.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_09-10-55.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_10-35-57.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_08-10-03.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_13-23-52.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_10-03-08.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_12-13-26.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_09-55-13.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_07-43-45.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_08-16-39.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_07-57-03.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_11-11-40.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_14-15-37.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_08-29-57.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_09-03-53.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_12-47-38.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_11-31-00.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_09-40-00.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_11-21-10.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_11-02-26.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_11-51-39.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_09-18-03.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
NFCF	Mar-06-2026_14-02-15.log	0.1189	0.1751	0.693	0.1861	0.0596	0.0465	0.9568	0.2371	0.0069	0.4598	0.1305	0.1071	0.0449	0.0856	0.0	1.2839
MMNFCF	Mar-05-2026_21-42-27.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_14-26-03.log	0.2631	0.2937	0.8849	0.4409	0.128	0.1355	0.9528	0.2274	0.0073	0.9739	0.1311	0.1002	0.0305	0.1006	0.0099	1.2839
MMNFCF	Mar-05-2026_15-56-11.log	0.3917	0.4249	0.9561	0.5862	0.1974	0.2263	0.868	0.4617	0.0043	0.7478	0.1175	0.0982	0.0178	0.0997	0.0102	1.3113
MMNFCF	Mar-05-2026_19-23-26.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_15-47-15.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_20-33-46.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_13-01-45.log	0.4151	0.4484	0.9666	0.6152	0.208	0.2446	0.8498	0.5361	0.0038	0.718	0.1138	0.0965	0.0145	0.0993	0.0085	1.3188
MMNFCF	Mar-05-2026_22-20-06.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_14-55-32.log	0.3917	0.4249	0.9561	0.5862	0.1974	0.2263	0.868	0.4617	0.0043	0.7478	0.1175	0.0982	0.0178	0.0997	0.0102	1.3113
MMNFCF	Mar-05-2026_23-58-44.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_20-44-34.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_22-07-17.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_14-46-53.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-06-2026_00-29-54.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_21-07-00.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_15-38-27.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_13-29-42.log	0.2631	0.2937	0.8849	0.4409	0.128	0.1355	0.9528	0.2274	0.0073	0.9739	0.1311	0.1002	0.0305	0.1006	0.0099	1.2839
MMNFCF	Mar-05-2026_23-00-34.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_13-57-26.log	0.4151	0.4484	0.9666	0.6152	0.208	0.2446	0.8498	0.5361	0.0038	0.718	0.1138	0.0965	0.0145	0.0993	0.0085	1.3188
MMNFCF	Mar-05-2026_12-34-53.log	0.2631	0.2937	0.8849	0.4409	0.128	0.1355	0.9528	0.2274	0.0073	0.9739	0.1311	0.1002	0.0305	0.1006	0.0099	1.2839
MMNFCF	Mar-05-2026_19-33-23.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_22-33-12.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_18-46-02.log	0.3407	0.3796	0.9392	0.5299	0.1715	0.1866	0.9162	0.3409	0.0054	0.8766	0.1209	0.0978	0.0209	0.1	0.0141	1.3043
MMNFCF	Mar-06-2026_00-14-05.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_13-49-11.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_17-51-13.log	0.3407	0.3796	0.9392	0.5299	0.1715	0.1866	0.9162	0.3409	0.0054	0.8766	0.1209	0.0978	0.0209	0.1	0.0141	1.3043
MMNFCF	Mar-05-2026_12-06-44.log	0.4151	0.4484	0.9666	0.6152	0.208	0.2446	0.8498	0.5361	0.0038	0.718	0.1138	0.0965	0.0145	0.0993	0.0085	1.3188
MMNFCF	Mar-05-2026_19-43-37.log	0.3407	0.3796	0.9392	0.5299	0.1715	0.1866	0.9162	0.3409	0.0054	0.8766	0.1209	0.0978	0.0209	0.1	0.0141	1.3043
MMNFCF	Mar-05-2026_22-46-42.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_23-14-36.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_20-55-39.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_23-43-38.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_12-53-53.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_16-48-41.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_20-23-16.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_16-39-49.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_23-28-58.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_21-30-17.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_21-18-31.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_18-36-24.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_17-42-05.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_16-57-32.log	0.3917	0.4249	0.9561	0.5862	0.1974	0.2263	0.868	0.4617	0.0043	0.7478	0.1175	0.0982	0.0178	0.0997	0.0102	1.3113
MMNFCF	Mar-05-2026_18-26-53.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
MMNFCF	Mar-05-2026_21-54-44.log	0.12	0.1754	0.6882	0.1897	0.0594	0.0476	0.9567	0.2343	0.007	0.4604	0.1287	0.106	0.0443	0.0844	0.0	1.2839
BPR	Mar-05-2026_14-11-30.log	0.1199	0.1752	0.6912	0.1897	0.06	0.0471	0.9567	0.2337	0.007	0.4595	0.128	0.128	0.128	0.0	0.0	1.0168
BPR	Mar-05-2026_14-16-03.log	0.0652	0.0762	0.4465	0.1415	0.0304	0.0264	0.9151	0.4342	0.0042	0.2322	0.1297	0.1297	0.1297	0.0	0.0	1.0168
BPR	Mar-05-2026_14-00-29.log	0.263	0.293	0.8781	0.4375	0.1294	0.1362	0.9512	0.3187	0.0052	0.9746	0.1451	0.1412	0.1412	0.0039	0.0886	0.1056
VBPR	Mar-05-2026_14-36-01.log	0.2925	0.3272	0.9222	0.4781	0.1476	0.1505	0.8563	0.6744	0.003	0.6038	0.2882	0.2631	0.2291	0.0591	0.1211	0.8078
VBPR	Mar-05-2026_14-45-01.log	0.1269	0.1497	0.6813	0.2524	0.0659	0.0521	0.8609	0.6916	0.0028	0.3523	0.149	0.1452	0.1442	0.0048	0.0415	0.5198
VBPR	Mar-05-2026_14-59-22.log	0.0333	0.0468	0.275	0.0691	0.0164	0.0117	0.8156	0.7166	0.0029	0.1139	0.1281	0.1281	0.1281	0.0	0.0	1.0168
LightGCN	Mar-05-2026_20-35-41.log	0.0878	0.162	0.5619	0.1014	0.0411	0.0324	0.8388	0.7795	0.0026	0.2716	0.1315	0.1315	0.1315	0.0	0.0	1.0168
LightGCN	Mar-05-2026_19-53-24.log	0.2682	0.2999	0.8869	0.4445	0.1299	0.1394	0.9528	0.2246	0.0074	0.9802	0.1316	0.1174	0.1231	0.0085	0.0353	0.9794
LightGCN	Mar-05-2026_19-20-52.log	0.2677	0.2983	0.8836	0.4468	0.1302	0.139	0.9525	0.2371	0.007	0.9786	0.1309	0.1211	0.1257	0.0052	0.0544	0.7584
LightGCN	Mar-05-2026_19-11-04.log	0.2657	0.2948	0.8803	0.4446	0.1301	0.1377	0.9509	0.3103	0.0054	0.9733	0.1329	0.1279	0.1303	0.0026	0.0778	0.4504
LightGCN	Mar-05-2026_19-34-11.log	0.2673	0.2987	0.8833	0.4445	0.1297	0.1388	0.9525	0.2277	0.0073	0.9792	0.1315	0.1186	0.1242	0.0074	0.0412	0.9298
LightGCN	Mar-05-2026_21-02-49.log	0.148	0.2371	0.7611	0.2126	0.0669	0.0616	0.9355	0.4611	0.0038	0.544	0.1315	0.1315	0.1315	0.0	0.0	1.0168
